,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Att,Cmp%,Att.1,Att.2,Att.3,xA,1/3_x,PPA,Prog_x,SCA,TklW,Att_def,Tkl%,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Att_pos,Succ%,Prog_y,1/3_y,CPA,Won,Lost,Won%,Live,FK,Press,Sw,Crs,Ground,Low,High,TI,Out.1,Att_aer,Prog+,short_model,medium_model,long_model,live_model,fk_model,sw_model,crs_model,ground_model,low_model,high_model,ti_model,press_model,model_final,diff_pass,Season
10,Francesco Acerbi,DF,Sassuolo,it Serie A,38.0,0,15.0,1.5,1643.0,82.7,427.0,760.0,425.0,0.8,104.0,6.0,97.0,28.0,17.0,33.0,51.5,73.0,47.0,102.0,2089.0,26.0,15.0,20.0,75.0,96.0,35.0,2.0,103.0,32.0,76.3,1546.0,72.0,235.0,74.0,9.0,1007.0,233.0,403.0,25.0,41,135.0,193.0,25.98904443091905,46.2568472306756,25.867315885575167,94.09616555082167,4.382227632379793,4.503956177723676,0.5477784540474742,61.29032258064516,14.181375532562386,24.528301886792452,1.5216068167985393,14.30310407790627,79.0,3.7,2017
11,Afriyie Acquah,MF,Torino,it Serie A,10.6,1,9.0,0.6,480.0,84.0,208.0,195.0,63.0,0.1,42.0,2.0,35.0,15.0,1.0,12.0,8.3,10.0,10.0,21.0,573.0,6.0,14.0,22.0,63.6,58.0,23.0,1.0,12.0,13.0,48.0,475.0,4.0,88.0,5.0,8.0,373.0,45.0,62.0,0.0,8,25.0,93.0,43.333333333333336,40.625,13.125,98.95833333333333,0.8333333333333334,1.0416666666666667,1.6666666666666667,77.70833333333333,9.375,12.916666666666666,0.0,18.333333333333332,82.3,1.7,2017
12,Charlie Adam,MF,Stoke City,eng Premier League,4.6,0,10.0,0.4,286.0,59.4,57.0,91.0,130.0,1.1,23.0,8.0,28.0,19.0,5.0,13.0,38.5,8.0,6.0,16.0,342.0,7.0,8.0,10.0,80.0,20.0,8.0,0.0,10.0,3.0,76.9,260.0,13.0,44.0,12.0,11.0,123.0,42.0,121.0,4.0,13,13.0,48.0,19.93006993006993,31.818181818181817,45.45454545454545,90.9090909090909,4.545454545454546,4.195804195804196,3.8461538461538463,43.00699300699301,14.685314685314685,42.30769230769231,1.3986013986013985,15.384615384615385,63.9,-4.5,2017
13,Antonio Adan,GK,Betis,es La Liga,30.0,0,0.0,0.0,1035.0,69.0,86.0,380.0,566.0,0.4,12.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1163.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,,848.0,57.0,157.0,26.0,0.0,512.0,35.0,488.0,0.0,32,0.0,0.0,8.309178743961352,36.71497584541063,54.68599033816425,81.93236714975845,5.507246376811594,2.5120772946859904,0.0,49.468599033816425,3.3816425120772946,47.14975845410628,0.0,15.169082125603865,68.6,0.4,2017
14,Aday,"MF,DF",Girona,es La Liga,20.4,2,32.0,1.1,1006.0,69.1,344.0,431.0,205.0,1.8,41.0,29.0,66.0,51.0,6.0,20.0,30.0,39.0,21.0,36.0,1205.0,45.0,27.0,36.0,75.0,145.0,45.0,12.0,19.0,11.0,63.3,861.0,7.0,195.0,39.0,99.0,528.0,149.0,329.0,134.0,34,30.0,211.0,34.1948310139165,42.842942345924456,20.37773359840954,85.58648111332008,0.6958250497017893,3.8767395626242545,9.840954274353876,52.485089463220675,14.81113320079523,32.70377733598409,13.320079522862823,19.383697813121273,67.2,1.9,2017
15,Khaled Adenon,DF,Amiens,fr Ligue 1,32.5,0,5.0,0.5,1168.0,82.0,295.0,565.0,278.0,0.3,39.0,1.0,44.0,7.0,9.0,32.0,28.1,50.0,50.0,91.0,1504.0,10.0,1.0,3.0,33.3,27.0,0.0,0.0,23.0,22.0,51.1,1124.0,43.0,141.0,28.0,1.0,817.0,94.0,257.0,1.0,35,45.0,71.0,25.256849315068493,48.37328767123287,23.801369863013697,96.23287671232876,3.6815068493150687,2.3972602739726026,0.08561643835616438,69.9486301369863,8.047945205479452,22.003424657534246,0.08561643835616438,12.071917808219178,81.4,0.6,2017
16,Claud Adjapong,"DF,MF",Sassuolo,it Serie A,13.6,0,15.0,0.6,514.0,70.0,225.0,197.0,70.0,0.7,25.0,6.0,32.0,23.0,6.0,10.0,60.0,31.0,11.0,40.0,693.0,34.0,16.0,25.0,64.0,56.0,23.0,8.0,15.0,11.0,57.7,452.0,1.0,86.0,2.0,24.0,288.0,76.0,150.0,60.0,8,26.0,88.0,43.77431906614786,38.326848249027236,13.618677042801556,87.93774319066148,0.19455252918287938,0.38910505836575876,4.669260700389105,56.03112840466926,14.785992217898833,29.182879377431906,11.673151750972762,16.731517509727627,70.1,-0.1,2017
17,Rene Adler,GK,Mainz 05,de Bundesliga,14.0,0,0.0,0.0,386.0,62.4,22.0,102.0,262.0,0.4,8.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,442.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,272.0,24.0,24.0,11.0,0.0,161.0,13.0,212.0,0.0,15,1.0,0.0,5.699481865284974,26.424870466321245,67.87564766839378,70.46632124352331,6.217616580310881,2.849740932642487,0.0,41.70984455958549,3.3678756476683938,54.92227979274612,0.0,6.217616580310881,64.8,-2.4,2017
18,Ali Adnan Kadhim,"DF,MF",Udinese,it Serie A,18.6,0,11.0,0.4,902.0,65.2,315.0,348.0,202.0,1.7,37.0,18.0,68.0,33.0,29.0,54.0,53.7,41.0,31.0,88.0,1145.0,7.0,25.0,32.0,78.1,71.0,33.0,2.0,49.0,32.0,60.5,692.0,17.0,124.0,27.0,53.0,373.0,161.0,368.0,169.0,21,81.0,139.0,34.92239467849224,38.58093126385809,22.394678492239468,76.71840354767184,1.8847006651884701,2.9933481152993346,5.875831485587583,41.352549889135254,17.84922394678492,40.79822616407982,18.736141906873613,13.747228381374724,65.2,0.0,2017
19,Adrian,GK,West Ham,eng Premier League,19.0,0,0.0,0.0,573.0,45.0,8.0,59.0,506.0,0.0,11.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,334.0,53.0,28.0,22.0,0.0,91.0,22.0,460.0,0.0,20,0.0,0.0,1.3961605584642234,10.296684118673648,88.30715532286213,58.289703315881326,9.24956369982548,3.8394415357766145,0.0,15.881326352530541,3.8394415357766145,80.27923211169285,0.0,4.886561954624782,49.1,-4.1,2017
20,Aritz Aduriz,FW,Athletic Club,es La Liga,23.9,9,54.0,7.1,509.0,64.6,289.0,160.0,38.0,1.1,36.0,10.0,32.0,32.0,2.0,7.0,28.6,12.0,0.0,10.0,731.0,122.0,23.0,35.0,65.7,51.0,20.0,11.0,63.0,45.0,58.3,490.0,1.0,135.0,5.0,16.0,295.0,110.0,104.0,4.0,13,108.0,83.0,56.777996070726914,31.43418467583497,7.465618860510806,96.2671905697446,0.19646365422396855,0.9823182711198428,3.143418467583497,57.95677799607073,21.611001964636543,20.43222003929273,0.7858546168958742,26.522593320235757,70.0,-5.4,2017
21,Ibrahim Afellay,MF,Stoke City,eng Premier League,1.8,0,0.0,0.0,81.0,86.4,31.0,36.0,14.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,100.0,0.0,1.0,3.0,90.0,0.0,1.0,4.0,25.0,2.0,0.0,0.0,1.0,1.0,50.0,79.0,0.0,7.0,2.0,0.0,68.0,8.0,5.0,0.0,1,2.0,7.0,38.27160493827161,44.44444444444444,17.28395061728395,97.53086419753086,0.0,2.4691358024691357,0.0,83.95061728395062,9.876543209876543,6.172839506172839,0.0,8.641975308641975,91.4,-5.0,2017
22,Benik Afobe,"FW,MF",Bournemouth,eng Premier League,6.8,0,8.0,1.2,150.0,77.3,98.0,38.0,4.0,0.1,5.0,3.0,6.0,8.0,2.0,7.0,28.6,6.0,2.0,8.0,237.0,31.0,7.0,9.0,77.8,17.0,2.0,5.0,24.0,48.0,33.3,136.0,1.0,51.0,0.0,0.0,104.0,33.0,13.0,0.0,4,72.0,23.0,65.33333333333333,25.333333333333332,2.6666666666666665,90.66666666666667,0.6666666666666666,0.0,0.0,69.33333333333333,22.0,8.666666666666666,0.0,34.0,76.6,0.7,2017
23,Martin Agirregabiria,DF,Alaves,es La Liga,20.3,0,3.0,0.0,873.0,68.5,359.0,344.0,134.0,1.2,49.0,11.0,66.0,21.0,12.0,34.0,35.3,33.0,27.0,62.0,1058.0,6.0,18.0,29.0,62.1,66.0,16.0,5.0,7.0,7.0,50.0,709.0,3.0,170.0,11.0,35.0,441.0,196.0,236.0,161.0,36,14.0,132.0,41.12256586483391,39.404352806414664,15.349369988545247,81.21420389461626,0.3436426116838488,1.2600229095074456,4.009163802978236,50.51546391752577,22.45131729667812,27.033218785796105,18.442153493699884,19.47308132875143,72.0,-3.5,2017
24,Imanol Agirretxe,FW,Real Sociedad,es La Liga,2.6,0,5.0,1.2,56.0,64.3,26.0,24.0,3.0,0.1,1.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,76.0,11.0,3.0,4.0,75.0,3.0,2.0,0.0,6.0,2.0,75.0,55.0,0.0,14.0,0.0,0.0,34.0,9.0,13.0,0.0,3,8.0,6.0,46.42857142857143,42.857142857142854,5.357142857142857,98.21428571428571,0.0,0.0,0.0,60.714285714285715,16.071428571428573,23.214285714285715,0.0,25.0,72.5,-8.2,2017
25,Sergio Aguero,FW,Manchester City,eng Premier League,21.8,21,90.0,14.4,643.0,82.1,410.0,170.0,19.0,7.4,24.0,24.0,38.0,78.0,2.0,13.0,15.4,14.0,14.0,27.0,944.0,183.0,39.0,61.0,63.9,128.0,34.0,33.0,12.0,26.0,31.6,616.0,0.0,134.0,3.0,14.0,491.0,93.0,59.0,3.0,8,38.0,166.0,63.763608087091754,26.438569206842924,2.9548989113530326,95.80093312597201,0.0,0.4665629860031104,2.177293934681182,76.36080870917574,14.463452566096423,9.175738724727838,0.4665629860031104,20.839813374805598,78.4,3.7,2017
26,Ruben Aguilar,"DF,MF",Montpellier,fr Ligue 1,27.3,0,15.0,0.7,1478.0,75.4,631.0,564.0,215.0,2.6,90.0,30.0,125.0,60.0,28.0,57.0,49.1,57.0,33.0,104.0,1796.0,34.0,19.0,39.0,48.7,180.0,71.0,6.0,9.0,14.0,39.1,1191.0,8.0,212.0,29.0,83.0,855.0,201.0,422.0,279.0,35,23.0,305.0,42.692828146143434,38.15967523680649,14.546684709066305,80.58186738836265,0.5412719891745602,1.9621109607577807,5.615696887686062,57.84844384303112,13.599458728010825,28.552097428958053,18.876860622462786,14.343707713125847,73.0,2.4,2017
27,Matias Aguirregaray,DF,Las Palmas,es La Liga,12.8,0,9.0,0.5,668.0,73.2,258.0,276.0,120.0,0.6,39.0,18.0,54.0,18.0,10.0,28.0,35.7,28.0,18.0,42.0,788.0,11.0,17.0,24.0,70.8,56.0,18.0,2.0,5.0,10.0,33.3,559.0,8.0,96.0,7.0,16.0,399.0,81.0,188.0,101.0,18,15.0,110.0,38.622754491017965,41.31736526946108,17.964071856287426,83.68263473053892,1.1976047904191616,1.0479041916167664,2.395209580838323,59.73053892215569,12.125748502994012,28.143712574850298,15.119760479041917,14.37125748502994,76.6,-3.4,2017
28,Jean-Eudes Aholou,MF,Strasbourg,fr Ligue 1,33.4,5,44.0,2.9,1346.0,85.2,498.0,552.0,239.0,0.6,97.0,9.0,91.0,32.0,13.0,40.0,32.5,46.0,71.0,130.0,1696.0,37.0,23.0,33.0,69.7,99.0,28.0,2.0,20.0,14.0,58.8,1335.0,10.0,214.0,34.0,1.0,1074.0,90.0,182.0,1.0,24,34.0,190.0,36.998514115898956,41.010401188707284,17.75631500742942,99.18276374442793,0.7429420505200595,2.526002971768202,0.07429420505200594,79.79197622585438,6.686478454680535,13.521545319465082,0.07429420505200594,15.898959881129272,84.6,0.6,2017
29,Ailton,"DF,FW",Stuttgart,de Bundesliga,1.2,0,1.0,0.0,62.0,72.6,26.0,18.0,15.0,0.2,3.0,2.0,3.0,2.0,3.0,7.0,42.9,5.0,1.0,6.0,83.0,3.0,1.0,3.0,33.3,9.0,3.0,0.0,2.0,3.0,40.0,51.0,3.0,13.0,3.0,4.0,37.0,6.0,19.0,8.0,1,5.0,12.0,41.935483870967744,29.032258064516128,24.193548387096776,82.25806451612904,4.838709677419355,4.838709677419355,6.451612903225806,59.67741935483871,9.67741935483871,30.64516129032258,12.903225806451612,20.967741935483872,71.0,1.6,2017
30,Youssef Ait Bennasser,MF,Caen,fr Ligue 1,22.8,0,24.0,0.7,1145.0,81.9,337.0,491.0,279.0,1.1,135.0,6.0,129.0,50.0,14.0,62.0,22.6,37.0,37.0,80.0,1378.0,10.0,48.0,60.0,80.0,115.0,45.0,4.0,6.0,13.0,31.6,1130.0,10.0,202.0,59.0,9.0,871.0,67.0,207.0,1.0,28,19.0,244.0,29.43231441048035,42.88209606986899,24.366812227074234,98.68995633187772,0.8733624454148472,5.152838427947598,0.7860262008733624,76.06986899563319,5.851528384279476,18.078602620087338,0.08733624454148471,17.641921397379914,83.5,-1.6,2017
31,Arlind Ajeti,"DF,MF",Crotone,it Serie A,14.1,0,8.0,0.7,365.0,78.4,90.0,178.0,87.0,1.1,19.0,2.0,26.0,11.0,14.0,28.0,50.0,34.0,13.0,54.0,551.0,9.0,9.0,10.0,90.0,13.0,3.0,0.0,23.0,24.0,48.9,355.0,10.0,52.0,6.0,1.0,218.0,50.0,97.0,0.0,12,47.0,39.0,24.65753424657534,48.76712328767123,23.835616438356166,97.26027397260275,2.73972602739726,1.643835616438356,0.273972602739726,59.726027397260275,13.698630136986301,26.575342465753426,0.0,14.246575342465754,76.0,2.4,2017
32,Manuel Akanji,DF,Dortmund,de Bundesliga,10.0,0,5.0,0.2,604.0,86.3,161.0,314.0,122.0,0.1,39.0,3.0,39.0,6.0,3.0,8.0,37.5,14.0,7.0,27.0,720.0,10.0,6.0,7.0,85.7,57.0,20.0,0.0,17.0,17.0,50.0,570.0,12.0,73.0,24.0,2.0,440.0,75.0,89.0,22.0,8,34.0,96.0,26.655629139072847,51.98675496688742,20.198675496688743,94.37086092715232,1.9867549668874172,3.9735099337748343,0.33112582781456956,72.8476821192053,12.417218543046358,14.735099337748345,3.642384105960265,12.086092715231787,86.9,-0.6,2017
33,Nathan Ake,DF,Bournemouth,eng Premier League,37.3,2,20.0,2.4,1564.0,85.6,452.0,783.0,294.0,1.9,62.0,2.0,75.0,18.0,18.0,36.0,50.0,65.0,58.0,117.0,2070.0,49.0,7.0,7.0,100.0,77.0,9.0,0.0,129.0,99.0,56.6,1498.0,53.0,163.0,27.0,5.0,1159.0,179.0,226.0,13.0,25,228.0,152.0,28.900255754475705,50.06393861892583,18.797953964194374,95.78005115089515,3.3887468030690537,1.7263427109974425,0.319693094629156,74.10485933503837,11.445012787723785,14.450127877237852,0.8312020460358056,10.421994884910486,85.1,0.5,2017
34,Ager Aketxe,MF,Athletic Club,es La Liga,0.4,0,2.0,0.1,41.0,78.0,22.0,9.0,9.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,,2.0,0.0,1.0,50.0,2.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,36.0,2.0,6.0,2.0,2.0,32.0,0.0,9.0,0.0,1,1.0,8.0,53.65853658536585,21.951219512195124,21.951219512195124,87.8048780487805,4.878048780487805,4.878048780487805,4.878048780487805,78.04878048780488,0.0,21.951219512195124,0.0,14.634146341463415,78.0,-0.0,2017
35,Chadrac Akolo,"FW,MF",Stuttgart,de Bundesliga,12.2,5,32.0,4.0,316.0,76.6,148.0,122.0,38.0,1.7,13.0,13.0,27.0,28.0,4.0,14.0,28.6,18.0,7.0,21.0,477.0,47.0,13.0,26.0,50.0,56.0,24.0,7.0,9.0,21.0,30.0,308.0,0.0,64.0,4.0,18.0,220.0,54.0,42.0,3.0,0,30.0,83.0,46.835443037974684,38.607594936708864,12.025316455696203,97.46835443037975,0.0,1.2658227848101267,5.69620253164557,69.62025316455696,17.088607594936708,13.291139240506329,0.9493670886075949,20.253164556962027,76.5,0.1,2017
36,Kevin Akpoguma,DF,Hoffenheim,de Bundesliga,18.8,0,5.0,0.2,1010.0,85.7,323.0,495.0,173.0,1.5,72.0,4.0,67.0,14.0,18.0,33.0,54.5,32.0,24.0,72.0,1191.0,9.0,10.0,12.0,83.3,64.0,11.0,0.0,31.0,28.0,52.5,967.0,36.0,147.0,18.0,6.0,773.0,113.0,124.0,7.0,18,59.0,131.0,31.980198019801982,49.00990099009901,17.128712871287128,95.74257425742574,3.5643564356435644,1.7821782178217822,0.594059405940594,76.53465346534654,11.188118811881187,12.277227722772277,0.693069306930693,14.554455445544555,85.8,-0.1,2017
37,David Alaba,DF,Bayern Munich,de Bundesliga,17.2,2,24.0,1.0,1320.0,84.8,631.0,522.0,124.0,2.2,73.0,25.0,75.0,42.0,9.0,13.0,69.2,27.0,10.0,33.0,1477.0,40.0,17.0,26.0,65.4,116.0,43.0,6.0,15.0,15.0,50.0,1160.0,7.0,203.0,21.0,72.0,905.0,229.0,186.0,147.0,10,30.0,191.0,47.803030303030305,39.54545454545455,9.393939393939394,87.87878787878788,0.5303030303030303,1.5909090909090908,5.454545454545454,68.56060606060606,17.348484848484848,14.090909090909092,11.136363636363637,15.378787878787879,79.2,5.6,2017
38,Lucas Alario,FW,Leverkusen,de Bundesliga,17.2,9,58.0,9.4,400.0,75.5,230.0,112.0,21.0,1.7,19.0,6.0,25.0,38.0,2.0,10.0,20.0,16.0,6.0,17.0,658.0,102.0,27.0,38.0,71.1,32.0,14.0,3.0,48.0,79.0,37.8,370.0,1.0,94.0,3.0,8.0,241.0,99.0,60.0,1.0,4,127.0,57.0,57.5,28.0,5.25,92.5,0.25,0.75,2.0,60.25,24.75,15.0,0.25,23.5,70.9,4.6,2017
39,David Alba,DF,Getafe,es La Liga,0.7,0,0.0,0.0,11.0,54.5,3.0,5.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,2.0,0.0,0.0,4.0,6.0,1.0,0.0,2,2.0,2.0,27.272727272727273,45.45454545454545,27.272727272727273,100.0,0.0,0.0,0.0,36.36363636363637,54.54545454545455,9.090909090909092,0.0,18.181818181818183,74.9,-20.4,2017
40,Jordi Alba,DF,Barcelona,es La Liga,30.5,2,15.0,1.9,2323.0,85.4,1132.0,934.0,183.0,4.1,106.0,40.0,160.0,57.0,15.0,40.0,37.5,71.0,52.0,94.0,2585.0,113.0,17.0,27.0,63.0,144.0,56.0,12.0,8.0,10.0,44.4,2105.0,23.0,387.0,22.0,75.0,1797.0,284.0,242.0,194.0,20,18.0,304.0,48.73009040034438,40.20662935858803,7.877744296168747,90.61558329746018,0.9900990099009901,0.9470512268618166,3.228583727938011,77.35686612139475,12.22557038312527,10.417563495479984,8.351269909599656,16.659492036160138,83.7,1.7,2017
41,Raul Albentosa,DF,La Coruna,es La Liga,19.4,1,14.0,1.4,782.0,76.7,138.0,373.0,260.0,0.1,34.0,3.0,33.0,7.0,6.0,16.0,37.5,24.0,13.0,29.0,918.0,23.0,1.0,1.0,100.0,9.0,0.0,0.0,22.0,11.0,66.7,760.0,21.0,108.0,27.0,3.0,489.0,76.0,217.0,1.0,26,33.0,42.0,17.647058823529413,47.69820971867008,33.248081841432224,97.18670076726343,2.6854219948849103,3.452685421994885,0.3836317135549872,62.531969309462916,9.718670076726342,27.74936061381074,0.1278772378516624,13.81074168797954,78.2,-1.5,2017
42,Luis Alberto,"MF,FW",Lazio,it Serie A,29.7,11,81.0,6.4,1824.0,73.4,697.0,636.0,421.0,10.1,184.0,79.0,242.0,163.0,5.0,38.0,13.2,38.0,10.0,41.0,2156.0,93.0,51.0,84.0,60.7,296.0,124.0,20.0,10.0,29.0,25.6,1568.0,62.0,332.0,93.0,53.0,1208.0,214.0,402.0,23.0,30,39.0,538.0,38.21271929824562,34.86842105263158,23.08114035087719,85.96491228070175,3.3991228070175437,5.098684210526316,2.905701754385965,66.2280701754386,11.732456140350877,22.039473684210527,1.2609649122807018,18.20175438596491,76.9,-3.5,2017
43,Raul Albiol,DF,Napoli,it Serie A,30.5,3,16.0,1.8,2510.0,88.6,684.0,1075.0,696.0,1.2,221.0,3.0,171.0,24.0,17.0,28.0,60.7,32.0,12.0,55.0,2733.0,32.0,2.0,5.0,40.0,195.0,19.0,1.0,73.0,51.0,58.9,2474.0,36.0,271.0,161.0,3.0,1716.0,394.0,400.0,0.0,37,124.0,366.0,27.250996015936256,42.82868525896414,27.729083665338646,98.56573705179282,1.4342629482071714,6.414342629482071,0.11952191235059761,68.36653386454184,15.697211155378486,15.936254980079681,0.0,10.796812749003983,84.5,4.1,2017
