,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Att,Cmp%,Att.1,Att.2,Att.3,xA,1/3_x,PPA,Prog_x,SCA,TklW,Att_def,Tkl%,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Att_pos,Succ%,Prog_y,1/3_y,CPA,Won,Lost,Won%,Live,FK,Press,Sw,Crs,Ground,Low,High,TI,Out.1,Att_aer,Prog+,short_model,medium_model,long_model,live_model,fk_model,sw_model,crs_model,ground_model,low_model,high_model,ti_model,press_model,model_final,diff_pass,Season
10,Afriyie Acquah,MF,Empoli,it Serie A,16.8,2,23.0,1.6,735.0,80.4,311.0,316.0,84.0,0.6,64.0,14.0,60.0,34.0,3.0,15.0,20.0,17.0,7.0,33.0,921.0,33.0,37.0,48.0,77.1,131.0,53.0,6.0,14.0,20.0,41.2,722.0,5.0,146.0,20.0,22.0,566.0,72.0,97.0,8.0,16,34.0,191.0,42.31292517006803,42.993197278911566,11.428571428571429,98.2312925170068,0.6802721088435374,2.7210884353741496,2.993197278911565,77.00680272108843,9.795918367346939,13.197278911564625,1.08843537414966,19.86394557823129,82.7,-2.3,2018
11,Tyler Adams,MF,RB Leipzig,de Bundesliga,8.0,0,3.0,0.2,516.0,80.6,249.0,193.0,56.0,0.7,49.0,4.0,52.0,13.0,11.0,22.0,50.0,13.0,11.0,38.0,617.0,7.0,11.0,14.0,78.6,53.0,17.0,1.0,16.0,13.0,55.2,500.0,14.0,89.0,6.0,2.0,364.0,70.0,82.0,2.0,8,29.0,105.0,48.25581395348837,37.4031007751938,10.852713178294573,96.89922480620154,2.7131782945736433,1.1627906976744187,0.3875968992248062,70.54263565891473,13.565891472868216,15.891472868217054,0.3875968992248062,17.248062015503876,79.5,1.1,2018
12,Antonio Adan,GK,Atletico Madrid,es La Liga,1.0,0,0.0,0.0,24.0,50.0,1.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,28.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,13.0,1.0,0.0,1.0,0.0,8.0,1.0,15.0,0.0,2,0.0,0.0,4.166666666666667,25.0,70.83333333333333,54.166666666666664,4.166666666666667,4.166666666666667,0.0,33.333333333333336,4.166666666666667,62.5,0.0,0.0,60.7,-10.7,2018
13,Aday,"DF,MF",Girona,es La Liga,7.2,0,9.0,0.2,325.0,70.8,91.0,126.0,94.0,0.8,8.0,10.0,12.0,25.0,9.0,17.0,52.9,9.0,8.0,21.0,386.0,7.0,11.0,15.0,73.3,52.0,22.0,4.0,0.0,4.0,0.0,258.0,15.0,65.0,25.0,41.0,170.0,45.0,110.0,45.0,3,4.0,64.0,28.0,38.76923076923077,28.923076923076923,79.38461538461539,4.615384615384615,7.6923076923076925,12.615384615384615,52.30769230769231,13.846153846153847,33.84615384615385,13.846153846153847,20.0,70.0,0.8,2018
14,Khaled Adenon,DF,Amiens,fr Ligue 1,22.2,0,11.0,0.9,967.0,87.1,230.0,486.0,239.0,0.1,62.0,4.0,63.0,7.0,13.0,31.0,41.9,36.0,19.0,50.0,1192.0,15.0,2.0,2.0,100.0,47.0,3.0,0.0,42.0,37.0,53.2,939.0,27.0,106.0,45.0,0.0,674.0,97.0,196.0,1.0,23,79.0,110.0,23.784901758014477,50.25853154084798,24.715615305067217,97.10444674250259,2.7921406411582215,4.653567735263702,0.0,69.70010341261634,10.031023784901757,20.2688728024819,0.10341261633919338,10.961737331954499,83.6,3.5,2018
15,Claud Adjapong,"MF,DF",Sassuolo,it Serie A,3.0,1,3.0,0.5,101.0,76.2,50.0,33.0,8.0,0.1,2.0,3.0,4.0,2.0,1.0,2.0,50.0,3.0,3.0,10.0,146.0,9.0,8.0,13.0,61.5,7.0,1.0,2.0,2.0,3.0,40.0,78.0,0.0,11.0,1.0,3.0,65.0,24.0,12.0,23.0,1,5.0,11.0,49.504950495049506,32.67326732673267,7.920792079207921,77.22772277227723,0.0,0.9900990099009901,2.9702970297029703,64.35643564356435,23.762376237623762,11.881188118811881,22.77227722772277,10.891089108910892,77.7,-1.5,2018
16,Yacine Adli,"MF,FW",Bordeaux,fr Ligue 1,2.4,0,1.0,0.0,151.0,73.5,60.0,63.0,23.0,0.9,13.0,3.0,16.0,7.0,2.0,4.0,50.0,3.0,1.0,4.0,187.0,8.0,11.0,16.0,68.8,25.0,12.0,1.0,2.0,1.0,66.7,145.0,2.0,32.0,5.0,7.0,111.0,22.0,18.0,2.0,3,3.0,41.0,39.735099337748345,41.72185430463576,15.2317880794702,96.02649006622516,1.3245033112582782,3.3112582781456954,4.635761589403973,73.50993377483444,14.56953642384106,11.920529801324504,1.3245033112582782,21.192052980132452,80.2,-6.7,2018
17,Ali Adnan Kadhim,"MF,DF",Atalanta,it Serie A,1.8,0,3.0,0.1,123.0,63.4,48.0,46.0,23.0,0.2,6.0,2.0,10.0,6.0,1.0,5.0,20.0,2.0,3.0,6.0,138.0,4.0,4.0,5.0,80.0,8.0,3.0,0.0,4.0,1.0,80.0,99.0,4.0,24.0,4.0,5.0,69.0,27.0,27.0,14.0,4,5.0,18.0,39.02439024390244,37.39837398373984,18.69918699186992,80.48780487804878,3.252032520325203,3.252032520325203,4.065040650406504,56.09756097560975,21.951219512195124,21.951219512195124,11.382113821138212,19.51219512195122,74.1,-10.7,2018
18,Aritz Aduriz,FW,Athletic Club,es La Liga,10.5,2,14.0,1.8,237.0,62.9,135.0,74.0,17.0,0.4,10.0,3.0,8.0,15.0,0.0,5.0,0.0,4.0,1.0,6.0,326.0,44.0,7.0,12.0,58.3,14.0,7.0,1.0,38.0,44.0,46.3,227.0,0.0,66.0,1.0,9.0,115.0,67.0,55.0,1.0,6,82.0,22.0,56.962025316455694,31.223628691983123,7.172995780590718,95.78059071729957,0.0,0.4219409282700422,3.7974683544303796,48.52320675105485,28.270042194092827,23.206751054852322,0.4219409282700422,27.848101265822784,64.2,-1.3,2018
19,Luis Advincula,DF,Rayo Vallecano,es La Liga,26.5,1,17.0,0.9,1204.0,81.4,506.0,487.0,172.0,1.8,55.0,24.0,70.0,41.0,16.0,38.0,42.1,41.0,16.0,70.0,1470.0,31.0,41.0,66.0,62.1,92.0,30.0,5.0,19.0,22.0,46.3,979.0,28.0,186.0,50.0,49.0,694.0,241.0,269.0,195.0,22,41.0,162.0,42.0265780730897,40.4485049833887,14.285714285714286,81.31229235880399,2.3255813953488373,4.152823920265781,4.069767441860465,57.64119601328904,20.016611295681063,22.3421926910299,16.196013289036546,15.448504983388704,78.1,3.3,2018
20,Martin Agirregabiria,DF,Alaves,es La Liga,22.6,0,2.0,0.1,968.0,69.5,366.0,410.0,159.0,0.4,63.0,14.0,92.0,22.0,28.0,52.0,53.8,40.0,28.0,74.0,1208.0,8.0,28.0,39.0,71.8,80.0,27.0,4.0,19.0,23.0,45.2,750.0,17.0,118.0,18.0,30.0,470.0,212.0,286.0,196.0,30,42.0,172.0,37.8099173553719,42.35537190082645,16.425619834710744,77.47933884297521,1.756198347107438,1.859504132231405,3.0991735537190084,48.553719008264466,21.90082644628099,29.545454545454547,20.24793388429752,12.190082644628099,74.0,-4.5,2018
21,Nayef Aguerd,DF,Dijon,fr Ligue 1,11.7,3,10.0,1.5,577.0,78.3,143.0,260.0,162.0,0.1,37.0,3.0,24.0,6.0,6.0,17.0,35.3,23.0,4.0,24.0,735.0,10.0,5.0,6.0,83.3,22.0,6.0,0.0,30.0,12.0,71.4,539.0,17.0,83.0,20.0,1.0,386.0,41.0,150.0,21.0,17,42.0,46.0,24.783362218370883,45.060658578856156,28.07625649913345,93.41421143847487,2.946273830155979,3.466204506065858,0.1733102253032929,66.89774696707106,7.105719237435009,25.996533795493935,3.6395147313691507,14.38474870017331,80.9,-2.6,2018
22,Sergio Aguero,FW,Manchester City,eng Premier League,27.3,21,113.0,18.1,774.0,84.4,446.0,240.0,39.0,5.3,37.0,41.0,63.0,72.0,3.0,10.0,30.0,19.0,11.0,28.0,1137.0,245.0,32.0,55.0,58.2,138.0,54.0,36.0,13.0,17.0,43.3,725.0,0.0,197.0,3.0,15.0,589.0,125.0,60.0,8.0,9,30.0,201.0,57.622739018087856,31.007751937984494,5.038759689922481,93.66925064599484,0.0,0.3875968992248062,1.937984496124031,76.09819121447029,16.149870801033593,7.751937984496124,1.0335917312661498,25.45219638242894,78.6,5.8,2018
23,Ruben Aguilar,"DF,MF",Montpellier,fr Ligue 1,28.1,1,13.0,0.7,1642.0,80.9,747.0,646.0,204.0,3.2,77.0,47.0,145.0,98.0,36.0,75.0,48.0,45.0,26.0,123.0,1973.0,36.0,58.0,79.0,73.4,181.0,61.0,13.0,25.0,28.0,47.2,1355.0,12.0,286.0,36.0,81.0,998.0,305.0,339.0,274.0,19,53.0,326.0,45.49330085261876,39.342265529841654,12.423873325213155,82.52131546894032,0.730816077953715,2.192448233861145,4.933008526187576,60.779537149817294,18.574908647990256,20.645554202192447,16.68696711327649,17.417783191230207,77.8,3.1,2018
24,Juan Aguilera,MF,Huesca,es La Liga,3.8,0,3.0,0.5,185.0,88.1,95.0,73.0,17.0,0.0,16.0,3.0,11.0,5.0,1.0,12.0,8.3,7.0,2.0,4.0,212.0,4.0,1.0,2.0,50.0,16.0,7.0,1.0,2.0,4.0,33.3,181.0,4.0,18.0,7.0,2.0,148.0,15.0,22.0,0.0,2,6.0,27.0,51.351351351351354,39.45945945945946,9.18918918918919,97.83783783783784,2.1621621621621623,3.7837837837837838,1.0810810810810811,80.0,8.108108108108109,11.891891891891891,0.0,9.72972972972973,87.4,0.7,2018
25,Emmanuel Agyemang-Badu,MF,Udinese,it Serie A,1.8,0,3.0,0.3,31.0,83.9,15.0,10.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,33.3,1.0,0.0,5.0,56.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,5.0,44.4,31.0,0.0,2.0,2.0,0.0,19.0,8.0,4.0,0.0,0,9.0,1.0,48.38709677419355,32.25806451612903,12.903225806451612,100.0,0.0,6.451612903225806,0.0,61.29032258064516,25.806451612903224,12.903225806451612,0.0,6.451612903225806,75.3,8.6,2018
26,Jean-Eudes Aholou,MF,Monaco,fr Ligue 1,11.9,0,14.0,0.6,552.0,84.2,207.0,251.0,80.0,0.2,48.0,4.0,53.0,20.0,9.0,22.0,40.9,10.0,11.0,36.0,659.0,21.0,7.0,13.0,53.8,81.0,32.0,5.0,12.0,12.0,50.0,541.0,9.0,76.0,12.0,2.0,425.0,58.0,69.0,1.0,12,24.0,134.0,37.5,45.471014492753625,14.492753623188406,98.0072463768116,1.6304347826086956,2.1739130434782608,0.36231884057971014,76.9927536231884,10.507246376811594,12.5,0.18115942028985507,13.768115942028986,84.6,-0.4,2018
27,Antonis Aidonis,DF,Stuttgart,de Bundesliga,0.9,0,0.0,0.0,34.0,41.2,9.0,14.0,8.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,33.3,2.0,2.0,3.0,43.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,26.0,0.0,1.0,0.0,5.0,13.0,13.0,8.0,8.0,1,5.0,8.0,26.470588235294116,41.1764705882353,23.529411764705884,76.47058823529412,0.0,0.0,14.705882352941176,38.23529411764706,38.23529411764706,23.529411764705884,23.529411764705884,2.9411764705882355,58.2,-17.0,2018
28,Ola Aina,"DF,MF",Torino,it Serie A,24.0,1,25.0,1.9,1160.0,72.8,479.0,430.0,194.0,2.1,52.0,31.0,89.0,46.0,21.0,53.0,39.6,67.0,34.0,98.0,1483.0,44.0,37.0,68.0,54.4,109.0,37.0,8.0,28.0,20.0,58.3,913.0,13.0,171.0,35.0,72.0,615.0,224.0,321.0,232.0,39,48.0,198.0,41.293103448275865,37.06896551724138,16.724137931034484,78.70689655172414,1.1206896551724137,3.0172413793103448,6.206896551724138,53.01724137931034,19.310344827586206,27.67241379310345,20.0,14.741379310344827,73.0,-0.2,2018
29,Youssef Ait Bennasser,MF,Saint-Etienne,fr Ligue 1,10.4,0,7.0,0.2,664.0,87.3,230.0,312.0,104.0,0.4,45.0,7.0,57.0,21.0,7.0,38.0,18.4,22.0,9.0,30.0,751.0,1.0,14.0,16.0,87.5,39.0,7.0,0.0,5.0,9.0,35.7,650.0,8.0,147.0,17.0,2.0,530.0,76.0,58.0,6.0,10,14.0,96.0,34.63855421686747,46.98795180722892,15.662650602409638,97.89156626506023,1.2048192771084338,2.5602409638554215,0.30120481927710846,79.81927710843374,11.44578313253012,8.734939759036145,0.9036144578313253,22.13855421686747,86.5,0.8,2018
30,Youssef Ait Bennasser,MF,Monaco,fr Ligue 1,11.9,0,10.0,0.4,739.0,86.3,221.0,345.0,157.0,1.0,75.0,6.0,67.0,25.0,10.0,40.0,25.0,20.0,11.0,40.0,831.0,1.0,22.0,27.0,81.5,50.0,19.0,0.0,4.0,9.0,30.8,717.0,22.0,133.0,32.0,2.0,587.0,76.0,76.0,0.0,21,13.0,117.0,29.905277401894452,46.68470906630582,21.24492557510149,97.02300405953991,2.976995940460081,4.330175913396482,0.2706359945872801,79.43166441136671,10.284167794316645,10.284167794316645,0.0,17.997293640054128,87.4,-1.1,2018
31,Rayan Ait Nouri,DF,Angers,fr Ligue 1,0.6,0,0.0,0.0,33.0,90.9,23.0,9.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,2.0,39.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,31.0,0.0,3.0,0.0,1.0,29.0,2.0,2.0,2.0,0,2.0,4.0,69.6969696969697,27.272727272727273,0.0,93.93939393939394,0.0,0.0,3.0303030303030303,87.87878787878788,6.0606060606060606,6.0606060606060606,6.0606060606060606,9.090909090909092,86.2,4.7,2018
32,Ludovic Ajorque,FW,Strasbourg,fr Ligue 1,17.0,9,47.0,5.7,467.0,76.0,261.0,133.0,50.0,1.0,18.0,7.0,20.0,31.0,6.0,17.0,35.3,9.0,6.0,21.0,651.0,82.0,14.0,24.0,58.3,27.0,15.0,3.0,87.0,52.0,62.6,441.0,0.0,169.0,13.0,8.0,244.0,144.0,79.0,1.0,8,139.0,47.0,55.88865096359743,28.4796573875803,10.70663811563169,94.43254817987152,0.0,2.78372591006424,1.7130620985010707,52.24839400428265,30.83511777301927,16.916488222698074,0.21413276231263384,36.188436830835116,68.0,8.0,2018
33,Manuel Akanji,DF,Dortmund,de Bundesliga,24.5,1,9.0,0.8,1828.0,92.9,474.0,938.0,400.0,0.4,110.0,4.0,93.0,18.0,5.0,19.0,26.3,27.0,17.0,51.0,2035.0,19.0,8.0,11.0,72.7,160.0,19.0,2.0,30.0,23.0,56.6,1785.0,26.0,180.0,67.0,3.0,1579.0,115.0,134.0,17.0,23,53.0,253.0,25.929978118161927,51.3129102844639,21.88183807439825,97.64770240700219,1.4223194748358863,3.665207877461707,0.16411378555798686,86.37855579868709,6.291028446389497,7.330415754923414,0.9299781181619255,9.846827133479213,91.9,1.0,2018
34,Carlos Akapo,DF,Huesca,es La Liga,11.4,0,8.0,0.3,442.0,78.3,210.0,166.0,47.0,0.3,20.0,5.0,25.0,16.0,14.0,29.0,48.3,16.0,17.0,50.0,574.0,15.0,13.0,18.0,72.2,62.0,25.0,6.0,15.0,11.0,57.7,352.0,3.0,62.0,6.0,8.0,243.0,103.0,96.0,87.0,11,26.0,87.0,47.51131221719457,37.55656108597285,10.633484162895927,79.63800904977376,0.6787330316742082,1.3574660633484164,1.8099547511312217,54.977375565610856,23.30316742081448,21.71945701357466,19.683257918552037,14.027149321266968,76.5,1.8,2018
35,Nathan Ake,DF,Bournemouth,eng Premier League,37.9,4,22.0,3.2,1689.0,86.7,513.0,847.0,299.0,0.7,83.0,5.0,66.0,13.0,18.0,36.0,50.0,74.0,46.0,109.0,2151.0,44.0,3.0,6.0,50.0,57.0,21.0,0.0,76.0,58.0,56.7,1603.0,56.0,216.0,35.0,7.0,1292.0,158.0,239.0,30.0,34,134.0,123.0,30.373001776198933,50.14801657785672,17.702782711663705,94.90822972172883,3.315571343990527,2.0722320899940794,0.4144464179988159,76.49496743635287,9.354647720544701,14.150384843102428,1.7761989342806395,12.788632326820604,86.2,0.5,2018
36,Sergio Akieme,DF,Rayo Vallecano,es La Liga,2.0,0,0.0,0.0,89.0,78.7,44.0,30.0,13.0,0.1,6.0,1.0,5.0,2.0,1.0,1.0,100.0,2.0,1.0,5.0,112.0,0.0,3.0,4.0,75.0,11.0,4.0,0.0,0.0,3.0,0.0,79.0,1.0,17.0,4.0,6.0,62.0,13.0,14.0,9.0,3,3.0,16.0,49.438202247191015,33.70786516853933,14.606741573033707,88.76404494382022,1.1235955056179776,4.49438202247191,6.741573033707865,69.66292134831461,14.606741573033707,15.730337078651685,10.112359550561798,19.10112359550562,79.6,-0.9,2018
37,Chadrac Akolo,"MF,FW",Stuttgart,de Bundesliga,5.8,0,16.0,0.9,160.0,76.3,83.0,57.0,11.0,0.3,4.0,6.0,15.0,21.0,0.0,4.0,0.0,6.0,2.0,9.0,249.0,20.0,8.0,13.0,61.5,20.0,4.0,4.0,6.0,7.0,46.2,159.0,0.0,32.0,0.0,7.0,132.0,16.0,12.0,0.0,4,13.0,35.0,51.875,35.625,6.875,99.375,0.0,0.0,4.375,82.5,10.0,7.5,0.0,20.0,80.4,-4.1,2018
38,Kevin Akpoguma,DF,Hannover 96,de Bundesliga,3.5,0,0.0,0.0,169.0,82.8,35.0,89.0,42.0,0.0,14.0,3.0,13.0,2.0,2.0,4.0,50.0,10.0,4.0,10.0,210.0,0.0,2.0,2.0,100.0,15.0,4.0,0.0,5.0,1.0,83.3,162.0,5.0,30.0,6.0,0.0,128.0,13.0,28.0,2.0,8,6.0,28.0,20.71005917159763,52.662721893491124,24.85207100591716,95.85798816568047,2.9585798816568047,3.5502958579881656,0.0,75.7396449704142,7.6923076923076925,16.568047337278106,1.183431952662722,17.75147928994083,86.5,-3.7,2018
39,Kevin Akpoguma,DF,Hoffenheim,de Bundesliga,5.5,0,0.0,0.0,271.0,84.5,87.0,125.0,51.0,0.0,27.0,0.0,28.0,4.0,8.0,19.0,42.1,22.0,7.0,29.0,343.0,0.0,1.0,1.0,100.0,27.0,3.0,0.0,2.0,2.0,50.0,257.0,8.0,25.0,6.0,0.0,203.0,28.0,40.0,6.0,6,4.0,55.0,32.103321033210335,46.125461254612546,18.819188191881917,94.8339483394834,2.952029520295203,2.2140221402214024,0.0,74.90774907749078,10.33210332103321,14.760147601476016,2.2140221402214024,9.22509225092251,84.5,0.0,2018
40,David Alaba,DF,Bayern Munich,de Bundesliga,28.1,3,47.0,2.2,2137.0,82.7,933.0,875.0,277.0,4.9,162.0,46.0,148.0,72.0,9.0,26.0,34.6,48.0,15.0,45.0,2381.0,74.0,26.0,35.0,74.3,158.0,70.0,13.0,16.0,14.0,53.3,1846.0,27.0,397.0,48.0,103.0,1463.0,314.0,360.0,259.0,32,30.0,306.0,43.65933551708002,40.94525035095929,12.96209639681797,86.38277959756668,1.2634534394010295,2.2461394478240524,4.819840898455779,68.46045858680392,14.693495554515676,16.846045858680395,12.11979410388395,18.5774450163781,80.8,1.9,2018
41,Sofiane Alakouch,DF,Nimes,fr Ligue 1,21.1,1,13.0,0.6,1104.0,75.8,547.0,366.0,142.0,1.8,54.0,15.0,72.0,43.0,27.0,69.0,39.1,43.0,29.0,102.0,1379.0,20.0,26.0,38.0,68.4,92.0,38.0,3.0,12.0,22.0,35.3,858.0,6.0,155.0,8.0,26.0,598.0,267.0,239.0,239.0,27,34.0,164.0,49.54710144927536,33.15217391304348,12.86231884057971,77.71739130434783,0.5434782608695652,0.7246376811594203,2.3550724637681157,54.166666666666664,24.184782608695652,21.64855072463768,21.64855072463768,14.039855072463768,75.0,0.8,2018
42,Lucas Alario,FW,Leverkusen,de Bundesliga,14.1,9,44.0,7.9,391.0,77.7,234.0,102.0,22.0,1.9,8.0,8.0,20.0,27.0,2.0,12.0,16.7,14.0,1.0,14.0,572.0,87.0,4.0,16.0,25.0,24.0,8.0,7.0,32.0,46.0,41.0,373.0,1.0,83.0,5.0,9.0,262.0,87.0,42.0,1.0,6,78.0,44.0,59.846547314578004,26.08695652173913,5.626598465473146,95.39641943734016,0.2557544757033248,1.278772378516624,2.3017902813299234,67.0076726342711,22.25063938618926,10.741687979539641,0.2557544757033248,21.22762148337596,72.3,5.4,2018
43,Jordi Alba,DF,Barcelona,es La Liga,33.2,2,14.0,1.8,2686.0,85.8,1393.0,986.0,233.0,5.2,141.0,60.0,213.0,81.0,18.0,53.0,34.0,74.0,41.0,86.0,2990.0,104.0,20.0,29.0,69.0,228.0,57.0,23.0,11.0,20.0,35.5,2366.0,52.0,356.0,35.0,85.0,1995.0,414.0,277.0,267.0,24,31.0,441.0,51.86150409530901,36.70886075949367,8.674609084139986,88.08637379002234,1.9359642591213702,1.3030528667163068,3.1645569620253164,74.27401340282948,15.4132539091586,10.312732688011913,9.940431868950112,13.253909158600148,83.2,2.6,2018
